DC_Identifier_LocalID,DC_Title,DC_Creator,DC_Description,DC_Format,permalink,ID_again,City,lat,lon,DC_Date
768,Zuni-Comanche song,"Eagle, Margaret, b. 1906?","Zuni| Zuni-Comanche pleasure dance song. Has no words, only chanted syllables. | Margaret Eagle also known as Laughing Eyes.",Sound recording,https://digital.library.wisc.edu/1711.dl/7OYXRKKHAVLU38K,768,"Wisconsin Dells, WI, USA",43.628055,-89.771693,7/24/1946
769,Zuni-Comanche song #2,"Eagle, Margaret, b. 1906?","Zuni| Pleasure dance, chanted. No words. Many of the Zuni songs are of that type. | Margaret Eagle also known as Laughing Eyes.",Sound recording,https://digital.library.wisc.edu/1711.dl/B4U3V4JKDUPXQ8A,769,"Wisconsin Dells, WI, USA",43.628055,-89.771693,7/24/1946
770,Zur Errenneronk,"Becker, Jacob C., b. 1872?","Luxemburger| The song tells how hard they worked when they first came here, how they worked a path through the trees.",Sound recording,https://digital.library.wisc.edu/1711.dl/FODG5HV47GGJ68K,770,"Belgium, WI, USA",43.500499,-87.845446,8/30/1946
771,Zvojni domÅ¯,"Yansky, Joe",Bohemian waltz| Accordion and drums; one-man band,Sound recording,https://digital.library.wisc.edu/1711.dl/NPV2JZSCWT75Y8M,771,"Yuba, WI, USA",43.535455,-90.426785,8/25/1946
772,MÅ¯j milÃ¡Äek waltz,"Straight Eight Bohemian Band| Pelnar, Charles: Flugelhorn| Kasal, Louis: Cornet| Ramesh, Joe: Cornet| Haudek, Joe: Alto| Pelnar, Joh Bass| Kacerovsky, Joe: Baritone| Slatky, Bill: Baritone| Albrecht, Milas: Clarinet| Albrecht, Emil: Clarinet","[Incomplete; 1st repeat of last section of music only; no notes, information discerned from AFS 4163 A1]",Sound recording,https://digital.library.wisc.edu/1711.dl/II7RGIQQKXVWD8Z,772,"Kewaunee, WI, USA",44.458374,-87.512667,8/22/1940
773,Springar #3,"Quisling, Dagny Veum, b. 1871?","Norwegian folk instrument| Played on Hardanger violin| For this springar, Mrs. Quisling used the Troll tuning.",Sound recording,https://digital.library.wisc.edu/1711.dl/C3Q7MW6WS4ELB87,773,"Madison, WI, USA",43.081309,-89.395609,5/16/1941
774,"Tulatullala, posket pullalla","Nukala, Jalmar: Voice| Nukala, Mamie Wirtane Piano",Finnish folk song| (2nd cut - see [AFS 4192 B2]),Sound recording,https://digital.library.wisc.edu/1711.dl/LGAXGF6U6TBGO8M,774,"Superior, WI, USA",46.705622,-92.101588,9/3/1940
775,LÃ¤ndler #3,"Rindlisbacher, Otto, b. 1901?","Played on authentic Swiss ""Hand-Orgeli"" - accordion.",Sound recording,https://digital.library.wisc.edu/1711.dl/HKKFMW3PPP2MF82,775,"Rice Lake, WI, USA",45.503769,-91.740829,8/15/1941
776,Unfaithful woman,"Blow Snake, Chief, b. 1871?","Winnebago| Announcement by Chief Albert Yellow Thunder.| This is the story of an unfaithful woman whose husband died. She wept and cried, but it was not heartfelt, for while she was weeping her new lover was playing this flute melody to her from the cliff.| Same melody as [AFS 8365 A1], with words.",Sound recording,https://digital.library.wisc.edu/1711.dl/T3O6N6Q7YRPBZ82,776,"Wisconsin Dells, WI, USA",43.628055,-89.771693,7/23/1946
777,Medicine song (Series of 4 songs),"Blow Snake, Chief, b. 1871?","Winnebago| Announcer, Chief Yellow Thunder [on AFS 8366 A2]| The Medicine Lodge has degrees similar to the Masonic order. Each degree has enough songs to sing all night. When a new member is being initiated they use these songs. The celebration lasts 4 days and 4 nights. These songs are sung on the last night when the member is initiated, and in practice they are not used. Each medicine man has his own personal songs which he sings for healing. No one else may sing these songs except by his permission.",Sound recording,https://digital.library.wisc.edu/1711.dl/XLV2RM4DKJNQ58B,777,"Wisconsin Dells, WI, USA",43.628055,-89.771693,7/23/1946
778,Information on Blow Snake's songs,"Yellow Thunder, Chief, b. 1872?",Chief Yellow Thunder gives information on Blow Snake's songs [AFS 8366 A2].,Sound recording,https://digital.library.wisc.edu/1711.dl/RMA2WYVBYTCHX9B,778,"Wisconsin Dells, WI, USA",43.628055,-89.771693,7/23/1946
779,Love song,"Redhorn, Susie, b. 1866?","Winnebago| This is a love song used as a social dance. Susie uses drums but is not supposed to do so. Chief Yellow Thunder objected, but Susie said she couldn't sing without the drums.",Sound recording,https://digital.library.wisc.edu/1711.dl/MSM42QZMVTMOV8R,779,"Wisconsin Dells, WI, USA",43.628055,-89.771693,7/23/1946
780,Swiss yodel,"Giezendanner, John, b. 1893?",none,Sound recording,https://digital.library.wisc.edu/1711.dl/ZGRUXCCKAG74K9D,780,"Barron, WI, USA",45.399492,-91.846754,8/9/1946
781,Flute song,"Thunder, Henry: Flute| Stacy, Stella: Voice| Stacy, Stella: Vocals","Winnebago| [Continuation of ""Flute song,"" AFS 8411 B1]",Sound recording,https://digital.library.wisc.edu/1711.dl/G6YCWUQRODHZN87,781,"Black River Falls, WI, USA",44.300723,-90.843263,8/15/1946
782,Flute song,"Thunder, Henry",Winnebago| [A second performance of AFS 8411 B1],Sound recording,https://digital.library.wisc.edu/1711.dl/ZCTD3OFUANV2X8E,782,"Black River Falls, WI, USA",44.300723,-90.843263,8/15/1946
783,Liden ekorn,"Everson, Alice, b. 1891?",Norwegian,Sound recording,https://digital.library.wisc.edu/1711.dl/DURAAIKWML4EP8K,783,"Blair, WI, USA",44.296263,-91.225443,8/16/1946
784,Flute song,"Clearwater, Roi",Ottawa| This is another of the popular melodies used as love calls.,Sound recording,https://digital.library.wisc.edu/1711.dl/Y5DURBHRDJJOO8O,784,"Wisconsin Dells, WI, USA",43.628055,-89.771693,8/17/1946
5216,Fisher's hornpipe,"Brusoe, Leizime: Fiddle",Forms part of a group of field materials documenting Leizime Brusoe performing an French-Canadian fiddle tunes for the Special Skills Division of the Resettlement Administration.,MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/UBVMETGKLDD5S8X,5216,"Rhinelander, WI, USA",45.644155,-89.400934,1937-07
5217,Money musk medley,"Brusoe, Leizime: Fiddle","Forms part of a group of field materials documenting Leizime Brusoe performing French-Canadian fiddle tunes for the Special Skills Division of the Resettlement Administration.| SRC notes: ""First part composed by Mr. Brusoe.""",MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/ZQTTKL6DK2HOC8O,5217,"Rhinelander, WI, USA",45.644155,-89.400934,1937-07
5218,Good for the tongue,"Brusoe, Leizime: Fiddle",Forms part of a group of field materials documenting Leizime Brusoe performing French-Canadian fiddle tunes for the Special Skills Division of the Resettlement Administration.,MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/WVJKYYEYLNZER8T,5218,"Rhinelander, WI, USA",45.644155,-89.400934,1937-07
5219,What Sam Gray whistled,"Brusoe, Leizime: Fiddle",Forms part of a group of field materials documenting Leizime Brusoe performing French-Canadian fiddle tunes for the Special Skills Division of the Resettlement Administration.,MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/5YVRU5NMM6ZXZ85,5219,"Rhinelander, WI, USA",45.644155,-89.400934,1937-07
5220,Old McDonald's reel,"Brusoe, Leizime: Fiddle",Forms part of a group of field materials documenting Leizime Brusoe performing French-Canadian fiddle tunes for the Special Skills Division of the Resettlement Administration.,MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/T2EG26BQP67RJ8V,5220,"Rhinelander, WI, USA",45.644155,-89.400934,1937-07
5221,Pigtown fling,"Brusoe, Leizime: Fiddle",Forms part of a group of field materials documenting Leizime Brusoe performing French-Canadian fiddle tunes for the Special Skills Division of the Resettlement Administration.,MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/RPCYGDOVD6VBJ8D,5221,"Rhinelander, WI, USA",45.644155,-89.400934,1937-07
5222,Lancers,"Brusoe, Leizime: Fiddle","Forms part of a group of field materials documenting Leizime Brusoe performing French-Canadian fiddle tunes for the Special Skills Division of the Resettlement Administration.| SRC notes: ""In five parts. Mr. Brusoe is 67 years old. He used to play the lancers like this for dancing classes in Quebec in the 80's. He was taught to play by his older brother, who was well known as a fiddler in Canada. He says he does not read music but I am not sure this is true, and hope to find out, later. His playing is unusual in that he uses 3rd and 5th positions, and his playing is unusually true, clean and clear, for all his thickened fingers. He is the man who told me firmly 'They ain't no sech a thing as a square dance, I seen them things in Chicago but they was just quadrilles they didn't know how to do them""",MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/KT455PNZINSPH8C,5222,"Rhinelander, WI, USA",45.644155,-89.400934,1937-07
5223,Masurka,"Brusoe, Leizime: Fiddle","Forms part of a group of field materials documenting Leizime Brusoe performing French-Canadian fiddle tunes for the Special Skills Division of the Resettlement Administration.| SRC notes: ""also a reminiscence of Canadian dancing classes""| SRC dust jacket notes: ""These records are all overcut but when I reduce volume they are very noisy -- a bakery motor is running across the street.""",MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/PBMT6M4KYJ5C78O,5223,"Rhinelander, WI, USA",45.644155,-89.400934,1937-07
5224,Sicilian circle,"Brusoe, Leizime: Fiddle","Forms part of a group of field materials documenting Leizime Brusoe performing French-Canadian fiddle tunes for the Special Skills Division of the Resettlement Administration.| SRC notes: ""The Sicilian or Circassian Circle, an old Canadian dance.""",MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/IQHSUNAJSFW3R8N,5224,"Rhinelander, WI, USA",45.644155,-89.400934,1937-07
5225,Devil's dream,"Brusoe, Leizime: Fiddle",Forms part of a group of field materials documenting Leizime Brusoe performing  French-Canadian fiddle tunes for the Special Skills Division of the Resettlement Administration.,MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/YBNH675PH7H4W8L,5225,"Rhinelander, WI, USA",45.644155,-89.400934,1937-07
5226,Highland fling,"Brusoe, Leizime: Fiddle",Forms part of a group of field materials documenting Leizime Brusoe performing  French-Canadian fiddle tunes for the Special Skills Division of the Resettlement Administration.,MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/G4GDMBA2GZOZM8W,5226,"Rhinelander, WI, USA",45.644155,-89.400934,1937-07
5301,Little brown bulls,"Ford, Warde H.: Performer",Fragment. Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/VYGDGK3OXLPQA8R,5301,"Crandon, WI, USA",45.568712,-88.897293,1937-07
5302,Little brown bulls| Young Charlotte,"Ford, Warde H.: Performer",Young Charlotte at the end of the track after Little brown bulls. Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/GMK6FHWXYJSMK87,5302,"Crandon, WI, USA",45.568712,-88.897293,1937-07
5303,Locks and bolts,"Spencer, Charlie, b. 1873?: Performer",Forms part of a group of field materials documenting Charles Spencer performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/NAIKFPICXEDW38M,5303,"Crandon, WI, USA",45.568712,-88.897293,1937-07
5304,I am a man of pleasure and to Blackwater came,"Spencer, Charlie, b. 1873?: Performer",Fragment. Forms part of a group of field materials documenting Charles Spencer performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/ZIVM4IBFOJ4IH8Z,5304,"Crandon, WI, USA",45.568712,-88.897293,1937-07
5305,Sinking of the Titanic,"Spencer, Charlie, b. 1873?: Performer| Fannin, Harry: Performer",Forms part of a group of field materials documenting Charles Spencer performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/6MO4J4OZLNNY686,5305,"Crandon, WI, USA",45.568712,-88.897293,1937-07
5306,Barbara Allen,"Ford, Warde H.: Performer",Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/LB53IOCGZH3XP8O,5306,"Crandon, WI, USA",45.568712,-88.897293,1937-07
5307,Butcher's boy,"Ford, Warde H.: Performer",Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/Y6QJFHECN7XEQ87,5307,"Crandon, WI, USA",45.568712,-88.897293,1937-07
5308,Crandon ballad| Wayfaring stranger,"Ford, Warde H.: Performer",Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/BBFF4M22D6HON8M,5308,"Crandon, WI, USA",45.568712,-88.897293,1937-07
5309,Potatoes in the oven,"Ford, Warde H.: Performer| Ford, Art: Performer",Forms part of a group of field materials documenting Warde H. Ford and Art Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/QKOVDNV3VAL268C,5309,"Crandon, WI, USA",45.568712,-88.897293,1937-07
5310,I'm going from the cotton fields,"Walker, Robert, b. 1883?: Performer","Forms part of a group of field materials documenting Robert Walker performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.| SRC notes: ""Reconstruction period tent show song""",MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/ZD6LDSW2SYMAG8E,5310,"Crandon, WI, USA",45.568712,-88.897293,1937-07
5311,Crandon ballad,"Ford, Warde H.: Performer","Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.| SRC notes: ""Happy O'Brien is chief of police at Crandon. Composed by Ed King of Crandon, Wisc., about 1935...""",MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/FUKELYRK52U7R8K,5311,"Crandon, WI, USA",45.568712,-88.897293,1937-07
5312,Forman Monroe,"Ford, Warde H.: Performer",Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/GOOUA737TKH3S8U,5312,"Crandon, WI, USA",45.568712,-88.897293,1937-07
5313,There is a land of pleasure,"Ford, Warde H.: Performer",Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/3UFKS72YEN5SA86,5313,"Crandon, WI, USA",45.568712,-88.897293,1937-07
5314,Potatoes in the oven,"Ford, Warde H.: Performer| Ford, Art: Performer",Forms part of a group of field materials documenting Warde H. Ford and Art Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/7VYT7RUE3UUOX8E,5314,"Crandon, WI, USA",45.568712,-88.897293,1937-07
5315,House carpenter,"Ford, Warde H.: Performer",Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/RYXNMLJT2NRW28P,5315,"Crandon, WI, USA",45.568712,-88.897293,1937-07
5316,Lost Jimmie Whalen,"Walker, Robert, b. 1883?: Performer",Forms part of a group of field materials documenting Robert Walker performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/CTFK5GCNXNBJT8Y,5316,"Crandon, WI, USA",45.568712,-88.897293,1937-07
5317,Bonnie black bess,"Walker, Robert, b. 1883?: Performer",Fragment. Forms part of a group of field materials documenting Robert Walker performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/XN3D7DHEAFEII8Y,5317,"Crandon, WI, USA",45.568712,-88.897293,1937-07
5318,Little brown bulls,"Walker, Robert, b. 1883?: Performer",Forms part of a group of field materials documenting Robert Walker performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/AQB2MKQVNGOAT8H,5318,"Crandon, WI, USA",45.568712,-88.897293,1937-07
5319,Little brown bulls,"Walker, Robert, b. 1883?: Performer",Forms part of a group of field materials documenting Robert Walker performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/ZXXPEAM3TOYIB8U,5319,"Crandon, WI, USA",45.568712,-88.897293,1937-07
5320,Footwashing song,"Spencer, Charlie, b. 1873?: Performer","Forms part of a group of field materials documenting Charles Spencer performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.| SRC notes: ""Mr. Spencer is 64 years old, the father of Clyde Spencer, dairyman of Crandon. Charles Spencer taught singing school many years in the Ky. Mts.""",MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/3VEGSQIUWIFE28F,5320,"Crandon, WI, USA",45.568712,-88.897293,1937-07
5321,Go tell aunt Rhody,"Spencer, Charlie, b. 1873?: Performer",Forms part of a group of field materials documenting Charles Spencer performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/OHA2MGLUMXJE68I,5321,"Crandon, WI, USA",45.568712,-88.897293,1937-07
5322,My soul's full of glory,"Spencer, Charlie, b. 1873?: Performer","Fragment. Forms part of a group of field materials documenting Charles Spencer performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.| SRC notes: ""'I knew I could outsing that thing!' said Mr. Spencer when I had to turn the record over.""",MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/SOTNKEDSNKMVP8G,5322,"Crandon, WI, USA",45.568712,-88.897293,1937-07
5323,My soul's full of glory,"Spencer, Charlie, b. 1873?: Performer",Forms part of a group of field materials documenting Charles Spencer performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,MIME: audio/x-pn-realaudio,https://digital.library.wisc.edu/1711.dl/BZHQO7FRZNSJR8C,5323,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84101,Mermaid,"Ford, Art: Performer",Forms part of a group of field materials documenting Art Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,Sound recording,https://digital.library.wisc.edu/1711.dl/RRSVDYYCEM2VP8P,84101,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84102,Sinking of the Cumberland,"Ford, Warde H.: Performer",Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,Sound recording,https://digital.library.wisc.edu/1711.dl/V7WLSZG4LBGDD8Y,84102,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84103,Custer's last charge,"Walker, Robert, b. 1883?: Performer",Forms part of a group of field materials documenting Robert Walker performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,Sound recording,https://digital.library.wisc.edu/1711.dl/HCAHHSN2MZHEJ8I,84103,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84104,Story most lovely I'll tell,"Spencer, Charlie, b. 1873?: Performer| Spencer, Rosa: Performer",Forms part of a group of field materials documenting Charles Spencer performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,Sound recording,https://digital.library.wisc.edu/1711.dl/USDMQY46B64AA8V,84104,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84105,Story most lovely I'll tell,"Spencer, Charlie, b. 1873?: Performer| Spencer, Rosa: Performer",Forms part of a group of field materials documenting Charles Spencer performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,Sound recording,https://digital.library.wisc.edu/1711.dl/HCIDEA3XAFQLA8V,84105,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84106,Story most lovely I'll tell,"Spencer, Charlie, b. 1873?: Performer| Spencer, Rosa: Performer",Forms part of a group of field materials documenting Charles Spencer performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,Sound recording,https://digital.library.wisc.edu/1711.dl/XU425CUBRES3J8T,84106,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84107,Lindburgh,"Spencer, Charlie, b. 1873?: Performer",Fragment. Forms part of a group of field materials documenting Charles Spencer performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,Sound recording,https://digital.library.wisc.edu/1711.dl/SEAUYUBCYF2KX8I,84107,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84108,Lindburgh,"Spencer, Charlie, b. 1873?: Performer",Forms part of a group of field materials documenting Charles Spencer performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,Sound recording,https://digital.library.wisc.edu/1711.dl/FDGNZJNHSYTOM8K,84108,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84109,Keith and Hiles line,"Ford, Warde H.: Performer","Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.| SRC notes: ""This is a local ballad.""",Sound recording,https://digital.library.wisc.edu/1711.dl/YAC3VQLRMMDPQ8R,84109,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84110,Keith and Hile line,"Ford, Warde H.: Performer",Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,Sound recording,https://digital.library.wisc.edu/1711.dl/HMEIKQVE6EN5O8O,84110,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84111,Jack and joe,"Spencer, Clyde: Performer",Forms part of a group of field materials documenting Harry Fannin performing banjo tunes for the Special Skills Division of the Resettlement Administration.,Sound recording,https://digital.library.wisc.edu/1711.dl/WY5D56YNMXD6B86,84111,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84112,Sourwood mountain,"Barker, Mr.: banjo","Forms part of a group of field materials documenting Harry Fannin performing banjo tunes for the Special Skills Division of the Resettlement Administration.| SRC notes: ""Picked on the 5-string banjo by Mr. BarkerΓÇª""",Sound recording,https://digital.library.wisc.edu/1711.dl/LEHBSKDKCY4CY8N,84112,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84113,Sourwood mountain,"Spencer, Clyde: banjo",Repeated. Forms part of a group of field materials documenting Clyde Spencer performing for the Special Skills Division of the Resettlement Administration.,Sound recording,https://digital.library.wisc.edu/1711.dl/NB4UYCFA34GOR85,84113,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84114,Boys in blue,"Spencer, Clyde: Performer",Forms part of a group of field materials documenting Clyde Spencer performing for the Special Skills Division of the Resettlement Administration.,Sound recording,https://digital.library.wisc.edu/1711.dl/J7ICHH2Y4MBGQ9B,84114,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84115,Cripple creek,"Barker, Mr.: banjo","Forms part of a group of field materials documenting Mr. Barker performing for the Special Skills Division of the Resettlement Administration.| SRC notes: ""Recording poor, playing pretty good but am informed there are much better players in town.""",Sound recording,https://digital.library.wisc.edu/1711.dl/GHSSBP5BPLRYE8D,84115,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84116,Brother Jack,"Ford, Warde H.: Performer",Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,Sound recording,https://digital.library.wisc.edu/1711.dl/FWEVCI523Z27V8D,84116,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84117,Black sheep,"Walker, Robert, b. 1883?: Performer",Forms part of a group of field materials documenting Robert Walker performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,Sound recording,https://digital.library.wisc.edu/1711.dl/TWWNLEGAGIU3A8S,84117,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84118,Cruel hiss,"Walker, Robert, b. 1883?: Performer",Forms part of a group of field materials documenting Robert Walker performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,Sound recording,https://digital.library.wisc.edu/1711.dl/5R6OXS4HZC4QJ85,84118,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84119,Riley and I were chums,"Walker, Robert, b. 1883?: Performer","Forms part of a group of field materials documenting Robert Walker performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.| SRC notes: ""Old tent show songΓÇª""",Sound recording,https://digital.library.wisc.edu/1711.dl/GDF5U77JWJJL78M,84119,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84120,Pickled Jew,"Walker, Robert, b. 1883?: Performer","Forms part of a group of field materials documenting Robert Walker performing for the Special Skills Division of the Resettlement Administration.| SRC notes: ""I suspect this is a tent-show parody using a much older good tune.""",Sound recording,https://digital.library.wisc.edu/1711.dl/I2DVXTXC6NZZR8Q,84120,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84201,Hicks Carmichael,"Faulkner, Grant, b. 1870?: Performer","Forms part of a group of field materials documenting Bud Faulkner performing for the Special Skills Division of the Resettlement Administration.| SRC notes: ""A ballad about a crime committed by a colored man.""",Sound recording,https://digital.library.wisc.edu/1711.dl/6RRGLSSTXZ6H28N,84201,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84202,Never grow old,"Faulkner, Grant, b. 1870?: Performer","Forms part of a group of field materials documenting Bud Faulkner performing for the Special Skills Division of the Resettlement Administration.| SRC notes: ""This hymn was very popular and a number of people told me it was 'the best song in town.'""",Sound recording,https://digital.library.wisc.edu/1711.dl/7V6PYQLNMGUK68B,84202,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84203,Judgment Day,"Faulkner, Grant, b. 1870?: Performer","Forms part of a group of field materials documenting Bud Faulkner performing for the Special Skills Division of the Resettlement Administration.| SRC notes: ""Temperance songΓÇªA man who is bartender at a nearby bar was off duty and came in to listen. When Bud sang the verse condemning 'those who gave them their drinks' to hell-fire, this man burst into tears and ran outside, amid murmers of sympathy from the bystanders.""",Sound recording,https://digital.library.wisc.edu/1711.dl/ZNEY6WWJXJ4HK8G,84203,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84204,Parting song,"Spencer, Charlie, b. 1873?: Performer| Spencer, Rosa: Performer",Forms part of a group of field materials documenting Charles Spencer performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,Sound recording,https://digital.library.wisc.edu/1711.dl/CLEEY7XR5BUML83,84204,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84205,There was a rich man,"Spencer, Rosa: Performer",Forms part of a group of field materials documenting Mrs. Spencer performing for the Special Skills Division of the Resettlement Administration.,Sound recording,https://digital.library.wisc.edu/1711.dl/NKRB6EUYKI6228F,84205,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84206,There was a rich man,"Spencer, Rosa: Performer",Forms part of a group of field materials documenting Mrs. Spencer performing for the Special Skills Division of the Resettlement Administration.,Sound recording,https://digital.library.wisc.edu/1711.dl/JAXGIRW4DXQSZ8F,84206,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84207,My parents loved me tenderly,"Bailey, Jack: Performer",Forms part of a group of field materials documenting Jack Bailey performing for the Special Skills Division of the Resettlement Administration.,Sound recording,https://digital.library.wisc.edu/1711.dl/J65PGO6YYN2HA8F,84207,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84208,Might Adley-ca-budley-fately-ca-ham-shaw,"Spencer, Charlie, b. 1873?: Performer","Forms part of a group of field materials documenting Charles Spencer performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.| SRC notes: ""A King's name of Greece, spelled out by Mr. Charles Spencer -- Kentucky funning for children.""",Sound recording,https://digital.library.wisc.edu/1711.dl/3PXS2VXSS4D378A,84208,"Crandon, WI, USA",45.568712,-88.897293,1937-07
