DC_Identifier_LocalID,DC_Title,DC_Title_Other,DC_Creator,DC_Contributor,DC_Subject,DC_Description,DC_Publisher,DC_Date,DC_Type,DC_Format,DC_Identifier,DC_Identifier_LocalID,DC_Source,DC_Language,DC_Relation,DC_Relation_OtherFormat,DC_Relation_IsPartOf,DC_Relation_HasPart,DC_Coverage,Note,permalink,ID_again,City,lat,lon,status
84115,Cripple creek,,"Barker, Mr.: banjo","Cowell, Sidney Robertson: Collector",Songs with banjo music,"Forms part of a group of field materials documenting Mr. Barker performing for the Special Skills Division of the Resettlement Administration.| SRC notes: ""Recording poor, playing pretty good but am informed there are much better players in town.""",,1937-07,Sound,,,,,,,Archive of Folk Culture (Library of Congress),,"Spatial: Forest County (Wisconsin)| Spatial: Crandon, Wisconsin",,,https://digital.library.wisc.edu/1711.dl/GHSSBP5BPLRYE8D,84115,"Crandon, WI, USA",45.568712,-88.897293,success
84116,Brother Jack,My mother was a lady,"Ford, Warde H.: Performer","Cowell, Sidney Robertson: Collector",LCSH: Songs,Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,,1937-07,Sound,,,,eng,,,Archive of Folk Culture (Library of Congress),,"Spatial: Forest County (Wisconsin)| Spatial: Crandon, Wisconsin",,,https://digital.library.wisc.edu/1711.dl/FWEVCI523Z27V8D,84116,"Crandon, WI, USA",45.568712,-88.897293,success
84117,Black sheep,,"Walker, Robert, b. 1883?: Performer","Cowell, Sidney Robertson: Collector",LCSH: Songs,Forms part of a group of field materials documenting Robert Walker performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,,1937-07,Sound,,,,eng,,,Archive of Folk Culture (Library of Congress),,"Spatial: Forest County (Wisconsin)| Spatial: Crandon, Wisconsin",,,https://digital.library.wisc.edu/1711.dl/TWWNLEGAGIU3A8S,84117,"Crandon, WI, USA",45.568712,-88.897293,success
84118,Cruel hiss,,"Walker, Robert, b. 1883?: Performer","Cowell, Sidney Robertson: Collector",LCSH: Songs,Forms part of a group of field materials documenting Robert Walker performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,,1937-07,Sound,,,,eng,,,Archive of Folk Culture (Library of Congress),,"Spatial: Forest County (Wisconsin)| Spatial: Crandon, Wisconsin",,,https://digital.library.wisc.edu/1711.dl/5R6OXS4HZC4QJ85,84118,"Crandon, WI, USA",45.568712,-88.897293,success
84119,Riley and I were chums,,"Walker, Robert, b. 1883?: Performer","Cowell, Sidney Robertson: Collector",LCSH: Songs,"Forms part of a group of field materials documenting Robert Walker performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.| SRC notes: ""Old tent show songΓÇª""",,1937-07,Sound,,,,eng,,,Archive of Folk Culture (Library of Congress),,"Spatial: Forest County (Wisconsin)| Spatial: Crandon, Wisconsin",,,https://digital.library.wisc.edu/1711.dl/GDF5U77JWJJL78M,84119,"Crandon, WI, USA",45.568712,-88.897293,success
84120,Pickled Jew,"Down, derry, down","Walker, Robert, b. 1883?: Performer","Cowell, Sidney Robertson: Collector",LCSH: Songs| LCSH: Tent shows,"Forms part of a group of field materials documenting Robert Walker performing for the Special Skills Division of the Resettlement Administration.| SRC notes: ""I suspect this is a tent-show parody using a much older good tune.""",,1937-07,Sound,,,,eng,,,Archive of Folk Culture (Library of Congress),,"Spatial: Forest County (Wisconsin)| Spatial: Crandon, Wisconsin",,,https://digital.library.wisc.edu/1711.dl/I2DVXTXC6NZZR8Q,84120,"Crandon, WI, USA",45.568712,-88.897293,success
84201,Hicks Carmichael,,"Faulkner, Grant, b. 1870?: Performer","Cowell, Sidney Robertson: Collector",LCSH: Songs| ET: Disaster ballad,"Forms part of a group of field materials documenting Bud Faulkner performing for the Special Skills Division of the Resettlement Administration.| SRC notes: ""A ballad about a crime committed by a colored man.""",,1937-07,Sound,,,,eng,,,Archive of Folk Culture (Library of Congress),,"Spatial: Forest County (Wisconsin)| Spatial: Crandon, Wisconsin",,,https://digital.library.wisc.edu/1711.dl/6RRGLSSTXZ6H28N,84201,"Crandon, WI, USA",45.568712,-88.897293,success
84202,Never grow old,,"Faulkner, Grant, b. 1870?: Performer","Cowell, Sidney Robertson: Collector",LCSH: Songs| LCSH: Sacred vocal music,"Forms part of a group of field materials documenting Bud Faulkner performing for the Special Skills Division of the Resettlement Administration.| SRC notes: ""This hymn was very popular and a number of people told me it was 'the best song in town.'""",,1937-07,Sound,,,,eng,,,Archive of Folk Culture (Library of Congress),,"Spatial: Forest County (Wisconsin)| Spatial: Crandon, Wisconsin",,,https://digital.library.wisc.edu/1711.dl/7V6PYQLNMGUK68B,84202,"Crandon, WI, USA",45.568712,-88.897293,success
84203,Judgment Day,,"Faulkner, Grant, b. 1870?: Performer","Cowell, Sidney Robertson: Collector",LCSH: Songs| Temperance songs,"Forms part of a group of field materials documenting Bud Faulkner performing for the Special Skills Division of the Resettlement Administration.| SRC notes: ""Temperance songΓÇªA man who is bartender at a nearby bar was off duty and came in to listen. When Bud sang the verse condemning 'those who gave them their drinks' to hell-fire, this man burst into tears and ran outside, amid murmers of sympathy from the bystanders.""",,1937-07,Sound,,,,eng,,,Archive of Folk Culture (Library of Congress),,"Spatial: Forest County (Wisconsin)| Spatial: Crandon, Wisconsin",,,https://digital.library.wisc.edu/1711.dl/ZNEY6WWJXJ4HK8G,84203,"Crandon, WI, USA",45.568712,-88.897293,success
84204,Parting song,,"Spencer, Charlie, b. 1873?: Performer| Spencer, Rosa: Performer","Cowell, Sidney Robertson: Collector",LCSH: Songs,Forms part of a group of field materials documenting Charles Spencer performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,,1937-07,Sound,,,,eng,,,Archive of Folk Culture (Library of Congress),,"Spatial: Forest County (Wisconsin)| Spatial: Crandon, Wisconsin",,,https://digital.library.wisc.edu/1711.dl/CLEEY7XR5BUML83,84204,"Crandon, WI, USA",45.568712,-88.897293,success
84205,There was a rich man,Young apprentice,"Spencer, Rosa: Performer","Cowell, Sidney Robertson: Collector",LCSH: Songs,Forms part of a group of field materials documenting Mrs. Spencer performing for the Special Skills Division of the Resettlement Administration.,,1937-07,Sound,,,,eng,,,Archive of Folk Culture (Library of Congress),,"Spatial: Forest County (Wisconsin)| Spatial: Crandon, Wisconsin",,,https://digital.library.wisc.edu/1711.dl/NKRB6EUYKI6228F,84205,"Crandon, WI, USA",45.568712,-88.897293,success
84206,There was a rich man,Young apprentice,"Spencer, Rosa: Performer","Cowell, Sidney Robertson: Collector",LCSH: Songs,Forms part of a group of field materials documenting Mrs. Spencer performing for the Special Skills Division of the Resettlement Administration.,,1937-07,Sound,,,,eng,,,Archive of Folk Culture (Library of Congress),,"Spatial: Forest County (Wisconsin)| Spatial: Crandon, Wisconsin",,,https://digital.library.wisc.edu/1711.dl/JAXGIRW4DXQSZ8F,84206,"Crandon, WI, USA",45.568712,-88.897293,success
84207,My parents loved me tenderly,Girl that I left behind,"Bailey, Jack: Performer","Cowell, Sidney Robertson: Collector",LCSH: Songs,Forms part of a group of field materials documenting Jack Bailey performing for the Special Skills Division of the Resettlement Administration.,,1937-07,Sound,,,,eng,,,Archive of Folk Culture (Library of Congress),,"Spatial: Forest County (Wisconsin)| Spatial: Crandon, Wisconsin",,,https://digital.library.wisc.edu/1711.dl/J65PGO6YYN2HA8F,84207,"Crandon, WI, USA",45.568712,-88.897293,success
84208,Might Adley-ca-budley-fately-ca-ham-shaw,,"Spencer, Charlie, b. 1873?: Performer","Cowell, Sidney Robertson: Collector",Provenance--Kentucky| LCSH: Songs,"Forms part of a group of field materials documenting Charles Spencer performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.| SRC notes: ""A King's name of Greece, spelled out by Mr. Charles Spencer -- Kentucky funning for children.""",,1937-07,Sound,,,,eng,,,Archive of Folk Culture (Library of Congress),,"Spatial: Forest County (Wisconsin)| Spatial: Crandon, Wisconsin",,,https://digital.library.wisc.edu/1711.dl/3PXS2VXSS4D378A,84208,"Crandon, WI, USA",45.568712,-88.897293,success
84209,Roune county crew,,"Faulkner, Grant, b. 1870?: Performer","Cowell, Sidney Robertson: Collector",Provenance--Kentucky| Songs,"Forms part of a group of field materials documenting Bud Faulkner performing for the Special Skills Division of the Resettlement Administration.| SRC notes: ""This is a Kentucky feud song, naming the Martins, the Tollivers and numerous other victims.""",,1937-07,Sound,,,,eng,,,Archive of Folk Culture (Library of Congress),,"Spatial: Forest County (Wisconsin)| Spatial: Crandon, Wisconsin",,,https://digital.library.wisc.edu/1711.dl/ENO63UWWOA3ED85,84209,"Crandon, WI, USA",45.568712,-88.897293,success
84210,"My buried friends, can I forget",,"Spencer, Charlie, b. 1873?: Performer","Cowell, Sidney Robertson: Collector",LCSH: Songs,Forms part of a group of field materials documenting Charles Spencer performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,,1937-07,Sound,,,,eng,,,Archive of Folk Culture (Library of Congress),,"Spatial: Forest County (Wisconsin)| Spatial: Crandon, Wisconsin",,,https://digital.library.wisc.edu/1711.dl/HXJYWGY4POEY38H,84210,"Crandon, WI, USA",45.568712,-88.897293,success
84211,Lass of Mohee,,"Spencer, Clyde: Performer","Cowell, Sidney Robertson: Collector",LCSH: Songs| LCSH: Love songs,Forms part of a group of field materials documenting Clyde Spencer performing for the Special Skills Division of the Resettlement Administration.,,1937-07,Sound,,,,eng,,,Archive of Folk Culture (Library of Congress),,"Spatial: Forest County (Wisconsin)| Spatial: Crandon, Wisconsin",,,https://digital.library.wisc.edu/1711.dl/QXVB2VJPZPTTC8A,84211,"Crandon, WI, USA",45.568712,-88.897293,success
84212,Sweet Betsy from Pike,,"Faulkner, Grant, b. 1870?: Performer","Cowell, Sidney Robertson: Collector",LCSH: Songs,"Forms part of a group of field materials documenting Bud Faulkner performing for the Special Skills Division of the Resettlement Administration.| SRC notes: ""(Two verses, leaving Betsy due to get sand in her eyesΓÇª) Bud insisted that was all, but I don't believe him, and the roars of the audience when Bud said firmly: 'Nope, that's all -- Betsy take'n died right there!' showed that they really knew better too. I think he started to sing it without realizing what he was getting into. If Mr. Lomax has never collected the unprintable version of Betsy[,] Warde Ford would probably write it down for me; but I don't want to ask for too many of that type of song, and Ford has two rather old English songs of that sort that I want later. I must admit it never occurred to me that parts of Betsy were too highly coloredΓÇª""",,1937-07,Sound,,,,eng,,,Archive of Folk Culture (Library of Congress),,"Spatial: Forest County (Wisconsin)| Spatial: Crandon, Wisconsin",,,https://digital.library.wisc.edu/1711.dl/E7GLLMJ6HNXCA85,84212,"Crandon, WI, USA",45.568712,-88.897293,success
84213,Two orphans,,"Faulkner, Grant, b. 1870?: Performer","Cowell, Sidney Robertson: Collector",Lumberjack| LCSH: Songs,"Forms part of a group of field materials documenting Bud Faulkner performing for the Special Skills Division of the Resettlement Administration.| SRC notes: ""These 3 songs were all popular among lumberjacks.""",,1937-07,Sound,,,,eng,,,Archive of Folk Culture (Library of Congress),,"Spatial: Forest County (Wisconsin)| Spatial: Crandon, Wisconsin",,,https://digital.library.wisc.edu/1711.dl/2JTQ6VKDD7UMZ8H,84213,"Crandon, WI, USA",45.568712,-88.897293,success
84214,Twenty-pound bulldog,,"Ford, Art: Performer","Cowell, Sidney Robertson: Collector",LCSH: Songs,Forms part of a group of field materials documenting Art Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,,1937-07,Sound,,,,eng,,,Archive of Folk Culture (Library of Congress),,"Spatial: Forest County (Wisconsin)| Spatial: Crandon, Wisconsin",,,https://digital.library.wisc.edu/1711.dl/WUQJ6J7RKF24X8Z,84214,"Crandon, WI, USA",45.568712,-88.897293,success
84215,Lather and shave,Barber,"Ford, Art: Performer","Cowell, Sidney Robertson: Collector",LCSH: Songs,"Forms part of a group of field materials documenting Art Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.| SRC notes: ""Probably a travelling show song like the above [ The Twenty-Pound Dog ].""",,1937-07,Sound,,,,eng,,,Archive of Folk Culture (Library of Congress),,"Spatial: Forest County (Wisconsin)| Spatial: Crandon, Wisconsin",,,https://digital.library.wisc.edu/1711.dl/CYYQHQXXMWOU48J,84215,"Crandon, WI, USA",45.568712,-88.897293,success
84216,When you wore a tulip,,"Ford, Warde: Performer","Cowell, Sidney Robertson: Collector",LCSH: Songs,"Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.| SRC notes: ""Sung and clogged by Warde H. Ford.""",,1937-07,Sound,,,,eng,,,Archive of Folk Culture (Library of Congress),,"Spatial: Forest County (Wisconsin)| Spatial: Crandon, Wisconsin",,,https://digital.library.wisc.edu/1711.dl/5OX7UI5DSQT7X8O,84216,"Crandon, WI, USA",45.568712,-88.897293,success
84217,Battle of Antietam Creek,,"Ford, Warde H.: Performer","Cowell, Sidney Robertson: Collector","LCSH: Songs| LCSH: Antietam, Battle of. Md., 1862--Songs and music",Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,,1937-07,Sound,,,,eng,,,Archive of Folk Culture (Library of Congress),,"Spatial: Forest County (Wisconsin)| Spatial: Crandon, Wisconsin",,,https://digital.library.wisc.edu/1711.dl/QMW7HTN4YAAAE8A,84217,"Crandon, WI, USA",45.568712,-88.897293,success
84218,Last fierce charge,,"Ford, Warde H.: Performer","Cowell, Sidney Robertson: Collector",LCSH: War songs,Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,,1937-07,Sound,,,,eng,,,Archive of Folk Culture (Library of Congress),,"Spatial: Forest County (Wisconsin)| Spatial: Crandon, Wisconsin",,,https://digital.library.wisc.edu/1711.dl/ZWQQERDLFBIDQ8W,84218,"Crandon, WI, USA",45.568712,-88.897293,success
WHS06512,Bessie Gordon at reed organ,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Women| LCSH: Music--Performance| LCSH: Ethnographic informants,Bessie Gordon (b. 1901) at her cut-down reed organ under the tavern counter.,,8/13/1941,StillImage,B/W negative,6512| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Schofield, Wisconsin| Spatial: Marathon County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/MYJFC3DACSLSQ8H,WHS06512,"Schofield, WI, USA",44.918498,-89.609749,success
WHS06513,Bessie Gordon at reed organ,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Women| LCSH: Music--Performance| LCSH: Ethnographic informants,Bessie Gordon (b.1901) at her cut-down reed organ under the tavern counter.,,8/13/1941,StillImage,B/W negative,6513| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Schofield, Wisconsin| Spatial: Marathon County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/XVUZUKQ5B7QTO8G,WHS06513,"Schofield, WI, USA",44.918498,-89.609749,success
WHS25174,Dr. William Reese and Helene Stratman-Thomas,,,,"LCSH: Singers| LCSH: Ethnographic informants| LCSH: Stratman-Thomas, Helene, 1896-1973","Dr. William Reese, a Welsh tenor, and song collector Helene Stratman-Thomas.",,8/19/1940,StillImage,B/W negative,25174| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Dodgeville, Wisconsin| Spatial: Iowa County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/BIKVQNZXOWQIO8F,WHS25174,"Dodgeville, WI, USA",42.964713,-90.130774,success
WHS25175,Emery DeNoyer,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Singers| LCSH: Ethnographic informants,"Emery DeNoyer (b.1887), singer of lumberjack songs. ""He earned his keep in the Wisconsin lumber camps not by logging (for he only had only one eye and one arm) but by singing."" -- Harry Peters, Folk Songs Out of Wisconsin.",,7/26/1941,StillImage,B/W negative,25175| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Rhinelander, Wisconsin| Spatial: | Oneida County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/CN4KDJGYHJOJ78P,WHS25175,"Rhinelander, WI, USA",45.644155,-89.400934,success
WHS25176,Mrs. Ollie Jacobs and Pearl Jacobs Borusky,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Singers| LCSH: Ethnographic informants,Mrs. Ollie Jacobs and her daughter Pearl Jacobs Borusky.,,7/26/1941,StillImage,B/W negative,25176| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Pearson, Wisconsin| Spatial: Langlade County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/LT5WYUOQ56SXY8C,WHS25176,"Pearson, WI, USA",45.364167,-89.016389,success
WHS25177,Mrs. Ollie Jacobs,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Singers| LCSH: Ethnographic informants,"Mrs. Ollie Jacobs (b. 1862), singer of English ballads from Kentucky, seated in wheelchair.",,7/26/1941,StillImage,B/W negative,25177| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Pearson, Wisconsin| Spatial: Langlade County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/CJELY4KXIDOR49E,WHS25177,"Pearson, WI, USA",45.364167,-89.016389,success
WHS25178,Mrs. Ollie Jacobs,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Singers| LCSH: Ethnographic informants,"Mrs. Ollie Jacobs (b. 1862), singer of English ballads from Kentucky, seated in wheelchair.",,7/26/1941,StillImage,B/W negative,25178| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Pearson, Wisconsin| Spatial: Langlade County  (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/MYJ24QZDPIELR8R,WHS25178,"Pearson, WI, USA",45.364167,-89.016389,success
WHS25182,Charlie Spencer and girl,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Singers| LCSH: Ethnographic informants,"Charlie Spencer (b.1873?), a Kentuckian who migrated to Crandon, recorded white spirituals for song collector Helene Stratman-Thomas.",,7/28/1941,StillImage,B/W negative,25182| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Crandon, Wisconsin| Spatial: Forest County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/3XYSNWS545ASE84,WHS25182,"Crandon, WI, USA",45.568712,-88.897293,success
WHS25183,Harry Dyer and Helene Stratman-Thomas,,,,"LCSH: Singers| LCSH: Ethnographic informants| LCSH: Stratman-Thomas, Helene, 1896-197","Harry Dyer (b.1864), a former logger and Mississippi riverman, with Helene Statman-Thomas.",,8/6/1941,StillImage,B/W negative,25183| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Madison, Wisconsin| Spatial: Dane County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/CXAH5DUTRP6VH83,WHS25183,"Madison, WI, USA",43.081309,-89.395609,success
WHS25184,Harry Dyer and Robert Draves,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Singers| LCSH: Ethnographic informants,"Singer Harry Dyer (b.1864), right, and sound engineer Robert Draves.",,8/6/1941,StillImage,B/W negative,25184| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Madison, Wisconsin| Spatial: Dane County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/SBD5PWTNZ6WRS8S,WHS25184,"Madison, WI, USA",43.081309,-89.395609,success
WHS25185,Harry Dyer,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Singers| LCSH: Ethnographic informants,"Harry Dyer (b. 1864), a former logger and Mississippi riverman who recorded songs for collector Helene Stratman-Thomas.",,8/6/1941,StillImage,B/W negative,25185| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Madison, Wisconsin| Spatial: Dane County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/I6L2H42DRRBDD8Y,WHS25185,"Madison, WI, USA",43.081309,-89.395609,success
WHS25186,John Ciezczak,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Music--Performance| LCSH: Ethnographic informants,"John Ciezczak (b.1885?), a Polish watchmaker, who sang songs in Polish, Ukrainian, Russian, and Kashubian for song collector Helene Stratman-Thomas.",,8/11/1941,StillImage,B/W negative,25186| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Stevens Point, Wisconsin| Spatial: Portage County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/B4L6D3S7ORVEO8B,WHS25186,"Stevens Point, WI, USA",44.51956,-89.573683,success
WHS25187,Bessie Gordon at reed organ,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Women| LCSH: Music--Performance| LCSH: Ethnographic informants,Bessie Gordon (b.1901) at her cut-down reed organ under the tavern counter.,,8/13/1941,StillImage,B/W negative,25187| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Schofield, Wisconsin| Spatial: Marathon County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/TYREATWKYZFM58H,WHS25187,"Schofield, WI, USA",44.918498,-89.609749,success
WHS25188,Bessie Gordon at reed organ,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Women| LCSH: Music--Performance| LCSH: Ethnographic informants,Bessie Gordon (b.1901) at her cut-down reed organ under the tavern counter.,,8/13/1941,StillImage,B/W negative,25188| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Schofield, Wisconsin| Spatial: Marathon County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/2YK26ZWBSU6Z68R,WHS25188,"Schofield, WI, USA",44.918498,-89.609749,success
WHS25189,Robert Walker,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Singers| LCSH: Ethnographic informants,"Robert Walker, singer of lumberjack songs.",,8/14/1941,StillImage,B/W negative,25189| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Crandon, Wisconsin| Spatial: Forest County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/CDQWTXDYQ4BCE84,WHS25189,"Crandon, WI, USA",45.568712,-88.897293,success
WHS25191,"Iva Rindlisbacher, Helene Stratman-Thomas, and Lois Rindlisbacher at Swiss bells",,,,"LCSH: Musical instruments| LCSH: Ethnographic informants| LCSH: Stratman-Thomas, Helene, 1896-1973","Iva Rindlisbacher (left), Helene Stratman-Thomas, and Lois Rindlisbacher at the Swiss bells. The bells stand was built by Otto Rindlisbacher, Iva's husband.",,8/15/1941,StillImage,B/W negative,25191| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Rice Lake, Wisconsin| Spatial: Barron County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/DPJ4NTAUY2V5N9B,WHS25191,"Rice Lake, WI, USA",45.503769,-91.740829,success
WHS25193,Dr. J.P. Scanlan,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Historians,"Dr. J.P. Scanlan, Wisconsin historian.",,8/19/1941,StillImage,B/W negative,25193| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Prairie du Chien, Wisconsin| Spatial: Crawford County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/V4T2CAKKTS4RE8S,WHS25193,"Prairie du Chien, WI, USA",43.042549,-91.141425,success
WHS25194,Albert Wachuta,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Musicians| LCSH: Singers| LCSH: Musical Instruments| LCSH: Ethnographic informants,"Albert Wachuta (b.1875?), singer of Bohemian songs, with accordion.",,8/19/1941,StillImage,B/W negative,25194| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Prairie du Chien, Wisconsin| Spatial: Crawford County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/VP2ONXEJTR7MK8B,WHS25194,"Prairie du Chien, WI, USA",43.042549,-91.141425,success
WHS25195,Missionfest,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Singers| LCSH: Church buildings| LCSH: Rites and ceremonies,Missionfest (Dutch) traditional psalms sung on church grounds.,,8/27/1946,StillImage,B/W negative,25195| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Brandon, Wisconsin| Spatial: Fond du Lac County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/5PH53KMBLAMI38O,WHS25195,"Brandon, WI, USA",43.736175,-88.781793,success
WHS25196,Ho-Chunk performers,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Singers| LCSH: Ho-Chunk (Winnebago)| LCSH: Musicians| LCSH: Musical instruments| LCSH: Ethnographic informants,Either Mr. and Mrs. James Hawkins or Henry Thunder and Stella Stacy at Winnebago (HoChunk) Indian Village.,,6/24/1946,StillImage,B/W negative,25196| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Wisconsin Dells, Wisconsin| Spatial: Sauk County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/4WERHD3E5FYWP8R,WHS25196,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success
WHS25197,Ho-Chunk boy,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Singers| LCSH: Ho-Chunk (Winnebago)| LCSH: Children| LCSH: Ethnographic informants,A boy with an embroidered vest at Winnebago (HoChunk) Indian Village.,,6/24/1946,StillImage,B/W negative,25197| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Wisconsin Dells, Wisconsin| Spatial: Sauk County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/USMCELC4JZOMK9E,WHS25197,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success
WHS25198,Ho-Chunk performers,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Singers| LCSH: Ho-Chunk (Winnebago)| LCSH: Musicians| LCSH: Musical instruments| LCSH: Ethnographic informants,Side view of either Mr. and Mrs. James Hawkins or Henry Thunder and Stella Stacy at Winnebago (HoChunk) Indian Village.,,6/24/1946,StillImage,B/W negative,25198| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Wisconsin Dells, Wisconsin| Spatial: Sauk County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/7OZB7CJ6BPADV8D,WHS25198,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success
WHS25200,Ho-Chunk man with drum,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Singers| LCSH: Ho-Chunk (Winnebago)| LCSH: Musicians| LCSH: Musical instruments| LCSH: Ethnographic informants,A man with a drum who was probably recorded for song collector Helene Stratman-Thomas at Winnebago (HoChunk) Indian Village.,,6/24/1946,StillImage,B/W negative,25200| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Wisconsin Dells, Wisconsin| Spatial: Sauk County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/PKJNEZ7WVKLAG8S,WHS25200,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success
