ID_again,City,lat,lon,status,DC_Title,DC_Creator,DC_Description
718,"Belgium, WI, USA",43.500499,-87.845446,success,Wanterlitt,"Becker, Jacob C., b. 1872?","Luxemburg| The tune used is ""Droben stehet de Kapelle."" The words are by Mr. N.E. Becker."
719,"Black River Falls, WI, USA",44.300723,-90.843263,success,War dance,"Thunder, Henry| Stacy, Stella",Winnebago
720,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success,War dance melody,"Hawkins, Lawrence, b. 1914?| Hawkins, Rena, b. 1928?","Sioux| Words are a song of World War II.| Sioux boys, you went over there, you took the Japanese prisoners, and the soldiers came back and told them the Japs are crying."""
721,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success,War dance song #1,"White Eagle, Winslow, b. 1891?",Winnebago
722,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success,War dance song #2,"White Eagle, Winslow, b. 1891?",Winnebago| One of the oldest songs the Winnebagos had. The singer is telling that the enemy tribe is coming.
723,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success,World War II song #4,"Hawkins, James| Hawkins, James, Mrs.","Sioux| Composed by a Sioux soldier overseas in 1943.| Across the big water there is war. Americans and Indians are going. When they got over there the Germans stampeded, cried and fled.| Tune and words are both new.| James Hawkins also known as Big Snake."
724,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success,War song,"Hawkins, James| Hawkins, James, Mrs.","Sioux| ""The Indians are going to war. That's the word we got from the President. There's a boat coming, blowing a whistle, to travel across the water.""| Old melody, new words. W.W. II song.| Sweet Grass gives the boat whistle.| James Hawkins also known as Big Snake; Mrs. Hawkins also known as Sweet Grass."
725,"Kewaunee, WI, USA",44.458374,-87.512667,success,Wausau polka,"Straight Eight| Pelnar, Charles: Flugelhorn| Kasal, Louis: Cornet| Ramesh, Joe: Cornet| Haudek, Joe: Alto| Pelnar, John: Bass| Kacerovsky, Joe: Baritone| Slatky, Bill: Baritone| Albrecht, Milas: Clarinet| Albrecht, Emil: Clarinet",Bohemian polka
726,"Millville, WI, USA",43.01865,-90.93917,success,We will haul - we will pull,"Brown, Noble B., b. 1885?",Sea chantey
727,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success,Wedding songs,"Paytiamo, James, b. 1896?",Acoma dialect| James Paytiamo also known as Flaming Arrow
728,"New Glarus, WI, USA",42.813394,-89.634998,success,Weils mi' freut,"Mueller, Albert",Swiss landlers| The title of the second landler is unknown to Mr. Mueller.
729,"Wausau, WI, USA",44.963482,-89.639884,success,Weis du wie viel Sterne gehen,"Steinbach, Robert A., b. 1887?",German folk
730,"Antigo, WI, USA",45.142765,-89.156261,success,"Well met, my old true love","Borusky, Pearl Jacobs, b. 1901?",Kaintuck folk song| The above song consists of thirteen verses; Mrs. Borusky says that there is still another which is missing.
731,"Sheboygan, WI, USA",43.756279,-87.723689,success,Wen I my diarndl halsen thu,"Karner, Robert, b. 1878?","Austrian| Mr. Karner's translation:| ""When I am necking with my girl| She closes her eyes and makes believe she is sleeping| And is real still."
732,"Darlington, WI, USA",42.682928,-90.115182,success,Wenn ich dir im Ã„uglein schaut,"Zenz, Laura, b. 1895?","Austrian| ""And I look into your eyes, your eyes are misty, and I don't dare tell you that I love you. Oh, but I love you as much (?fest?) as a tree its limbs, as the sky its stars. Just in the same way, I love you."
733,"Darlington, WI, USA",42.682928,-90.115182,success,Wenn ich mein Hause verkaufft,"Taschek, Richard, b. 1891?| Zenz, Laura, b. 1895?","Comic Austrian| The song is about a boy who went as a soldier, and, having spent all his money in drinking, wrote to tell his father to sell the house and send him the money to buy sausage and bread."
734,"Darlington, WI, USA",42.682928,-90.115182,success,"Wenn willst du einst richt glÃ¼chlich [i.e., glÃ¼cklich] werden","Taschek, Irma, b. 1911?","Austrian| ""If you would be happy, be a nice girl,| You shall not fear work or difficulties,| But stay away from deceit and false appearances.| Girl, when you grow up, wish not for a big castle| But you can wish for a healthy, young man, a hand never idle,| But above everything, strength and courage and a heart freshly true.""| Mrs. Taschek learned this song as a young girl in school. Her mother used to have her sing it for company, as it was one of her favorites."
735,"Antigo, WI, USA",45.142765,-89.156261,success,What will I do with the baby - o,"Borusky, Pearl Jacobs, b. 1901?",Kaintuck folk song
736,"Schofield, WI, USA",44.918498,-89.609749,success,Wheel of the wagon is broken,"Gordon, Bessie, b. 1901?","Ranch song| Learned it before recent popularization (""Yep, I lern't it years ago - gol darn it!"")"
737,"Darlington, WI, USA",42.682928,-90.115182,success,When my father's house is covered with straw,"Taschek, Richard, b. 1891?| Zenz, Laura, b. 1895?","Comic Austrian| ""My father's house is covered with straw, and when I am married the straw must come off the roof. Now I am married and what have I from it? - A basketfull of kids and a snotty husband. And if I want to wipe his nose he runs away in the garden and sits with the rooster.""| The words ""hollerata wirtel"" are nonsense syllables."
738,"Antigo, WI, USA",45.142765,-89.156261,success,When she got there she was highly mounted,"Borusky, Pearl Jacobs, b. 1901?",Kaintuck folk song| Not to be found in the collection of Ascher E. Treat.
739,"Mukwonago, WI, USA",42.862336,-88.323693,success,When the cold wind blows,"Lobdell, Hamilton, b. 1854?",Made it up myself.
740,"Colburn, WI, USA",45.096915,-90.988938,success,White captive,"Silsbe, Gene, b. 1880?",Frontier ballad
741,"Plainfield, WI, USA",44.213709,-89.494963,success,Whore with the curly hair,"Moody, Lewis Winfield, b. 1865?",Vulgar
742,"Madison, WI, USA",43.081309,-89.395609,success,"Wie die Himmel seine Sterne, so hab Ich dich gern","Huber, Hans, b. 1901?",German (Concert zither)
743,"Brandon, WI, USA",43.736175,-88.781793,success,Wiene Wederslweh bloed volksrang,"Kok, Dick, b. 1889?",Dutch
744,"Madison, WI, USA",43.081309,-89.395609,success,Wiener Coachman,"Huber, Hans, b. 1901?",German
745,"Mayville, WI, USA",43.498983,-88.548322,success,Wir sitzen so frÃ¶hlich beisamen,"Fischer, Ella Mittelstaedt, b. 1877?",German
748,"Mukwonago, WI, USA",42.862336,-88.323693,success,Woman from Trenton,"Lobdell, Hamilton, b. 1854?",Ballad
749,"Chippewa Falls, WI, USA",44.933577,-91.388875,success,Wreck of the Julie Plante,"Cardinal, Charles, b. 1889?",Canadian French
750,"Millville, WI, USA",43.01865,-90.93917,success,Yankee ship came down the river,"Brown, Noble B., b. 1885?","Sea chantey| Mr. Brown learned this song aboard a British freighter which ran from Bellingham, Washington, to Dublin, Ireland.| Mr. Brown was at sea for eight years, and started sailing when he was about 20 years old. Prior to this, he had worked in the lumber camps in Wisconsin, starting at the age of 14.| He sailed on the Eliza - an Italian ship with Genoa, Italy for a home port; the Donna Francisca - a four-masted vessel whose home port was London, and the Drummuir, another 4-masted vessel whose home port was Victoria.| Two crews of the ship Eliza had mutinied before Mr. Brown went aboard."
751,"Madison, WI, USA",43.081309,-89.395609,success,Yderst mod norden,"Psalmodikon Quartet| Thompson, Elsie, b. 1866?: Soprano| Larson, Bertha, b. 1906?: Alto| Flugstad, Herbert, Mrs., b. 1901?: Tenor| Erickson, Nora, b. 1891?: Bass",Norwegian folk instrument
752,"Oneida, WI, USA",44.475504,-88.243735,success,Ye zos su gwa no lukwa,Oneida Indians of the Oneida Methodist and Episcopal Churches,"Religious - Oneida| ""Whosoever will, may come.""| #1 in the W.P.A.-prepared booklet."
753,"Superior, WI, USA",46.705622,-92.101588,success,Yksi ruusu opn kasvanut laaksossa,"Nukala, Jalmar: Voice| Nukala, Mamie Wirtanen: Piano","Finnish folk song| (A shepherd saw a lovely rose.)| This song may be found in Suomalaisia kansanlauluja, I vikho, oy. Fazer, Helsinki."
754,"Antigo, WI, USA",45.142765,-89.156261,success,You may climb a chestnut tree,"Borusky, Pearl Jacobs, b. 1901?",Kaintuck folk song
755,"Madison, WI, USA",43.081309,-89.395609,success,Young Charlotte,"Bundy, Winifred, b. 1884?","Miss Bundy learned from her mother, Olive Morgan Bundy, who came from Canada at age fourteen. Miss Bundy thinks her mother learned it at about age 16."
756,"Lancaster, WI, USA",42.846347,-90.707772,success,Young Indian lass,"Burton, Leslie, Mrs. b. 1891?",Early American ballad| This ballad is 100-150 years old.
757,"Madison, WI, USA",43.081309,-89.395609,success,Young Johnny| I never will marry,"Bundy, Winifred, b. 1884?","The first song, Young Johnny, was one Miss Bundy learned when she was a small girl from a neighbor woman (Harriet Hunt Winslow) - obviously an Englishwoman, who used to sing it to her little granddaughter as she trotted her down and up. Were Mrs. Winslow now living, she would be well over a hundred yrs. old, which dates the song somewhat.| the second song, ""I will never marry"" was one she heard her grandparents sing. It used to contain endless verses with the singer making up verses to suit the occasion."
758,"Monroe, WI, USA",42.597234,-89.645995,success,Young Mary,"Dietz, Charles, b. 1871?","English| Mr. Dietz learned this song from his mother, who came form New York state.| Compare with #335-336, Song catcher of Scarborough Mountain."
759,"Beloit, WI, USA",42.510674,-89.033751,success,A za ciccha,"Accardi, Joe, 1889-1956","Sicilian (Comic)| An old woman liked cats, and had many of them. She used to sleep in a chair, or nook, just like her cats. One day a neighbor bought some sausage which the cats stole from him and ate. A week later the old woman bought some dried cod fish which the cats also ate. The humor of the song is in a play on words, - poking fun at the old woman's cats, and how they are stealing everything."
760,"Kewaunee, WI, USA",44.458374,-87.512667,success,Za jeden krasny pohled tvuj,"Pelnar, Charles: Vocals| Pelnar, John: Vocals| Slatky, Bill: Vocals| Kasal, Louis: Vocals",Bohemian folk song
761,"Prairie du Chien, WI, USA",43.042549,-91.141425,success,Za naÅ¡em domeÄkem,"McClure, George, Mrs., b. 1906?|  Doser, Mayme, b. 1906?","Bohemian| The singers are sisters whose mother was Bohemian. They learned the songs as children from a neighbor lady, Grandma Pelock. They said they had never seen these songs in print.| Behind our little home the moon rose| I'd like to know what is keeping my love| Last night he promised he would come tonight when the moon up| The moon has risen but he has not come| Perhaps he is angry or he has another sweetheart| The sad news came that he had died| Now the young men are putting him in the casket| She is being dressed in black| Now the men are putting him in the grave| Now they are picking her up from the ground| Here is gift young men for your kindness in taking my heart to the grave."
762,"Yuba, WI, USA",43.535455,-90.426785,success,Za otcem,"Snorek, Frank, Mrs.| Rott, Carl| Rott, Martin",Bohemian| Funeral music
763,"Stevens Point, WI, USA",44.51956,-89.573683,success,Kashubian dialect,"Bartosz, Adam, b. 1895?","The song is a sigh of an old man. The forests are groaning, the woods are murmuring, ""Where are the days of my youth."" It is sooner possible that a mill stone will turn with a drop of a tear than that my youth will return.| Widespread in Bohemian, on little different melody."
764,"Wausau, WI, USA",44.963482,-89.639884,success,Zigeuner Kind,"Steinbach, Robert A., b. 1887?","German folk song| Complaining to mother against continual migration. ""Why do we always look for happiness some place else?"""
765,,,,empty,Zions vogter herer rosten,"Psalmodikon Quartet| Thompson, Elsie, b. 1866?: Soprano| Larson, Bertha, b. 1906?: Alto| Flugstad, Herbert, Mrs., b. 1901?: Tenor| Erickson, Nora, b. 1891?: Bass","Miss Larson is a niece of Mrs. Thompson. The other two players are Mrs. Thompson's daughters. They are from McFarland, Wisconsin.| The psalmodikon, a one-string instrument, was originally used in Norway for sounding the single line of melody of the hymns.| Mrs. Thompson's father originated the idea of constructing a family of psalmodikons so four-part harmony could be played."
766,"Rhinelander, WI, USA",45.644155,-89.400934,success,Zip coon,"Leizime Brusoe's Orchestra| Brusoe, Leizime, b. 1870?: Violin| McLain, Robert, b. 1916?: Clarinet| Wyss, Walter, b. 1911?: String bass| Olson, Emery, b. 1891?: Accordion",Old time dance music| Arrangements made by ear. Brusoe cannot read notes - McLain and Wyss are blind and the accordion player doen't use notes (although he could read).
767,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success,Zuni rain dance song,"Eagle, Margaret, b. 1906?","Zuni| Opening song of the rain dance.| ""Maybe this year I will have a good crop; watermelons on this side, corn on this side. Look in the sky, - a cloud is appearing and will bring rain.""| Margaret Eagle also known as Laughing Eyes."
768,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success,Zuni-Comanche song,"Eagle, Margaret, b. 1906?","Zuni| Zuni-Comanche pleasure dance song. Has no words, only chanted syllables. | Margaret Eagle also known as Laughing Eyes."
769,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success,Zuni-Comanche song #2,"Eagle, Margaret, b. 1906?","Zuni| Pleasure dance, chanted. No words. Many of the Zuni songs are of that type. | Margaret Eagle also known as Laughing Eyes."
770,"Belgium, WI, USA",43.500499,-87.845446,success,Zur Errenneronk,"Becker, Jacob C., b. 1872?","Luxemburger| The song tells how hard they worked when they first came here, how they worked a path through the trees."
771,"Yuba, WI, USA",43.535455,-90.426785,success,Zvojni domÅ¯,"Yansky, Joe",Bohemian waltz| Accordion and drums; one-man band
772,"Kewaunee, WI, USA",44.458374,-87.512667,success,MÅ¯j milÃ¡Äek waltz,"Straight Eight Bohemian Band| Pelnar, Charles: Flugelhorn| Kasal, Louis: Cornet| Ramesh, Joe: Cornet| Haudek, Joe: Alto| Pelnar, John: Bass| Kacerovsky, Joe: Baritone| Slatky, Bill: Baritone| Albrecht, Milas: Clarinet| Albrecht, Emil: Clarinet","[Incomplete; 1st repeat of last section of music only; no notes, information discerned from AFS 4163 A1]"
773,"Madison, WI, USA",43.081309,-89.395609,success,Springar #3,"Quisling, Dagny Veum, b. 1871?","Norwegian folk instrument| Played on Hardanger violin| For this springar, Mrs. Quisling used the Troll tuning."
774,"Superior, WI, USA",46.705622,-92.101588,success,"Tulatullala, posket pullalla","Nukala, Jalmar: Voice| Nukala, Mamie Wirtanen: Piano",Finnish folk song| (2nd cut - see [AFS 4192 B2])
775,"Rice Lake, WI, USA",45.503769,-91.740829,success,LÃ¤ndler #3,"Rindlisbacher, Otto, b. 1901?","Played on authentic Swiss ""Hand-Orgeli"" - accordion."
776,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success,Unfaithful woman,"Blow Snake, Chief, b. 1871?","Winnebago| Announcement by Chief Albert Yellow Thunder.| This is the story of an unfaithful woman whose husband died. She wept and cried, but it was not heartfelt, for while she was weeping her new lover was playing this flute melody to her from the cliff.| Same melody as [AFS 8365 A1], with words."
777,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success,Medicine song (Series of 4 songs),"Blow Snake, Chief, b. 1871?","Winnebago| Announcer, Chief Yellow Thunder [on AFS 8366 A2]| The Medicine Lodge has degrees similar to the Masonic order. Each degree has enough songs to sing all night. When a new member is being initiated they use these songs. The celebration lasts 4 days and 4 nights. These songs are sung on the last night when the member is initiated, and in practice they are not used. Each medicine man has his own personal songs which he sings for healing. No one else may sing these songs except by his permission."
778,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success,Information on Blow Snake's songs,"Yellow Thunder, Chief, b. 1872?",Chief Yellow Thunder gives information on Blow Snake's songs [AFS 8366 A2].
779,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success,Love song,"Redhorn, Susie, b. 1866?","Winnebago| This is a love song used as a social dance. Susie uses drums but is not supposed to do so. Chief Yellow Thunder objected, but Susie said she couldn't sing without the drums."
780,"Barron, WI, USA",45.399492,-91.846754,success,Swiss yodel,"Giezendanner, John, b. 1893?",
781,"Black River Falls, WI, USA",44.300723,-90.843263,success,Flute song,"Thunder, Henry: Flute| Stacy, Stella: Voice| Stacy, Stella: Vocals","Winnebago| [Continuation of ""Flute song,"" AFS 8411 B1]"
782,"Black River Falls, WI, USA",44.300723,-90.843263,success,Flute song,"Thunder, Henry",Winnebago| [A second performance of AFS 8411 B1]
783,"Blair, WI, USA",44.296263,-91.225443,success,Liden ekorn,"Everson, Alice, b. 1891?",Norwegian
784,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success,Flute song,"Clearwater, Roi",Ottawa| This is another of the popular melodies used as love calls.
5216,"Rhinelander, WI, USA",45.644155,-89.400934,success,Fisher's hornpipe,"Brusoe, Leizime: Fiddle",Forms part of a group of field materials documenting Leizime Brusoe performing an French-Canadian fiddle tunes for the Special Skills Division of the Resettlement Administration.
5217,"Rhinelander, WI, USA",45.644155,-89.400934,success,Money musk medley,"Brusoe, Leizime: Fiddle","Forms part of a group of field materials documenting Leizime Brusoe performing French-Canadian fiddle tunes for the Special Skills Division of the Resettlement Administration.| SRC notes: ""First part composed by Mr. Brusoe."""
5218,"Rhinelander, WI, USA",45.644155,-89.400934,success,Good for the tongue,"Brusoe, Leizime: Fiddle",Forms part of a group of field materials documenting Leizime Brusoe performing French-Canadian fiddle tunes for the Special Skills Division of the Resettlement Administration.
5219,"Rhinelander, WI, USA",45.644155,-89.400934,success,What Sam Gray whistled,"Brusoe, Leizime: Fiddle",Forms part of a group of field materials documenting Leizime Brusoe performing French-Canadian fiddle tunes for the Special Skills Division of the Resettlement Administration.
5220,"Rhinelander, WI, USA",45.644155,-89.400934,success,Old McDonald's reel,"Brusoe, Leizime: Fiddle",Forms part of a group of field materials documenting Leizime Brusoe performing French-Canadian fiddle tunes for the Special Skills Division of the Resettlement Administration.
5221,"Rhinelander, WI, USA",45.644155,-89.400934,success,Pigtown fling,"Brusoe, Leizime: Fiddle",Forms part of a group of field materials documenting Leizime Brusoe performing French-Canadian fiddle tunes for the Special Skills Division of the Resettlement Administration.
5222,"Rhinelander, WI, USA",45.644155,-89.400934,success,Lancers,"Brusoe, Leizime: Fiddle","Forms part of a group of field materials documenting Leizime Brusoe performing French-Canadian fiddle tunes for the Special Skills Division of the Resettlement Administration.| SRC notes: ""In five parts. Mr. Brusoe is 67 years old. He used to play the lancers like this for dancing classes in Quebec in the 80's. He was taught to play by his older brother, who was well known as a fiddler in Canada. He says he does not read music but I am not sure this is true, and hope to find out, later. His playing is unusual in that he uses 3rd and 5th positions, and his playing is unusually true, clean and clear, for all his thickened fingers. He is the man who told me firmly 'They ain't no sech a thing as a square dance, I seen them things in Chicago but they was just quadrilles they didn't know how to do them"""
5223,"Rhinelander, WI, USA",45.644155,-89.400934,success,Masurka,"Brusoe, Leizime: Fiddle","Forms part of a group of field materials documenting Leizime Brusoe performing French-Canadian fiddle tunes for the Special Skills Division of the Resettlement Administration.| SRC notes: ""also a reminiscence of Canadian dancing classes""| SRC dust jacket notes: ""These records are all overcut but when I reduce volume they are very noisy -- a bakery motor is running across the street."""
5224,"Rhinelander, WI, USA",45.644155,-89.400934,success,Sicilian circle,"Brusoe, Leizime: Fiddle","Forms part of a group of field materials documenting Leizime Brusoe performing French-Canadian fiddle tunes for the Special Skills Division of the Resettlement Administration.| SRC notes: ""The Sicilian or Circassian Circle, an old Canadian dance."""
5225,"Rhinelander, WI, USA",45.644155,-89.400934,success,Devil's dream,"Brusoe, Leizime: Fiddle",Forms part of a group of field materials documenting Leizime Brusoe performing  French-Canadian fiddle tunes for the Special Skills Division of the Resettlement Administration.
5226,"Rhinelander, WI, USA",45.644155,-89.400934,success,Highland fling,"Brusoe, Leizime: Fiddle",Forms part of a group of field materials documenting Leizime Brusoe performing  French-Canadian fiddle tunes for the Special Skills Division of the Resettlement Administration.
5301,"Crandon, WI, USA",45.568712,-88.897293,success,Little brown bulls,"Ford, Warde H.: Performer",Fragment. Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.
5302,"Crandon, WI, USA",45.568712,-88.897293,success,Little brown bulls| Young Charlotte,"Ford, Warde H.: Performer",Young Charlotte at the end of the track after Little brown bulls. Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.
5303,"Crandon, WI, USA",45.568712,-88.897293,success,Locks and bolts,"Spencer, Charlie, b. 1873?: Performer",Forms part of a group of field materials documenting Charles Spencer performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.
5304,"Crandon, WI, USA",45.568712,-88.897293,success,I am a man of pleasure and to Blackwater came,"Spencer, Charlie, b. 1873?: Performer",Fragment. Forms part of a group of field materials documenting Charles Spencer performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.
5305,"Crandon, WI, USA",45.568712,-88.897293,success,Sinking of the Titanic,"Spencer, Charlie, b. 1873?: Performer| Fannin, Harry: Performer",Forms part of a group of field materials documenting Charles Spencer performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.
5306,"Crandon, WI, USA",45.568712,-88.897293,success,Barbara Allen,"Ford, Warde H.: Performer",Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.
5307,"Crandon, WI, USA",45.568712,-88.897293,success,Butcher's boy,"Ford, Warde H.: Performer",Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.
5308,"Crandon, WI, USA",45.568712,-88.897293,success,Crandon ballad| Wayfaring stranger,"Ford, Warde H.: Performer",Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.
5309,"Crandon, WI, USA",45.568712,-88.897293,success,Potatoes in the oven,"Ford, Warde H.: Performer| Ford, Art: Performer",Forms part of a group of field materials documenting Warde H. Ford and Art Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.
5310,"Crandon, WI, USA",45.568712,-88.897293,success,I'm going from the cotton fields,"Walker, Robert, b. 1883?: Performer","Forms part of a group of field materials documenting Robert Walker performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.| SRC notes: ""Reconstruction period tent show song"""
5311,"Crandon, WI, USA",45.568712,-88.897293,success,Crandon ballad,"Ford, Warde H.: Performer","Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.| SRC notes: ""Happy O'Brien is chief of police at Crandon. Composed by Ed King of Crandon, Wisc., about 1935..."""
5312,"Crandon, WI, USA",45.568712,-88.897293,success,Forman Monroe,"Ford, Warde H.: Performer",Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.
5313,"Crandon, WI, USA",45.568712,-88.897293,success,There is a land of pleasure,"Ford, Warde H.: Performer",Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.
5314,"Crandon, WI, USA",45.568712,-88.897293,success,Potatoes in the oven,"Ford, Warde H.: Performer| Ford, Art: Performer",Forms part of a group of field materials documenting Warde H. Ford and Art Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.
5315,"Crandon, WI, USA",45.568712,-88.897293,success,House carpenter,"Ford, Warde H.: Performer",Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.
5316,"Crandon, WI, USA",45.568712,-88.897293,success,Lost Jimmie Whalen,"Walker, Robert, b. 1883?: Performer",Forms part of a group of field materials documenting Robert Walker performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.
5317,"Crandon, WI, USA",45.568712,-88.897293,success,Bonnie black bess,"Walker, Robert, b. 1883?: Performer",Fragment. Forms part of a group of field materials documenting Robert Walker performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.
5318,"Crandon, WI, USA",45.568712,-88.897293,success,Little brown bulls,"Walker, Robert, b. 1883?: Performer",Forms part of a group of field materials documenting Robert Walker performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.
5319,"Crandon, WI, USA",45.568712,-88.897293,success,Little brown bulls,"Walker, Robert, b. 1883?: Performer",Forms part of a group of field materials documenting Robert Walker performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.
5320,"Crandon, WI, USA",45.568712,-88.897293,success,Footwashing song,"Spencer, Charlie, b. 1873?: Performer","Forms part of a group of field materials documenting Charles Spencer performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.| SRC notes: ""Mr. Spencer is 64 years old, the father of Clyde Spencer, dairyman of Crandon. Charles Spencer taught singing school many years in the Ky. Mts."""
5321,"Crandon, WI, USA",45.568712,-88.897293,success,Go tell aunt Rhody,"Spencer, Charlie, b. 1873?: Performer",Forms part of a group of field materials documenting Charles Spencer performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.
5322,"Crandon, WI, USA",45.568712,-88.897293,success,My soul's full of glory,"Spencer, Charlie, b. 1873?: Performer","Fragment. Forms part of a group of field materials documenting Charles Spencer performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.| SRC notes: ""'I knew I could outsing that thing!' said Mr. Spencer when I had to turn the record over."""
5323,"Crandon, WI, USA",45.568712,-88.897293,success,My soul's full of glory,"Spencer, Charlie, b. 1873?: Performer",Forms part of a group of field materials documenting Charles Spencer performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.
84101,"Crandon, WI, USA",45.568712,-88.897293,success,Mermaid,"Ford, Art: Performer",Forms part of a group of field materials documenting Art Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.
84102,"Crandon, WI, USA",45.568712,-88.897293,success,Sinking of the Cumberland,"Ford, Warde H.: Performer",Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.
84103,"Crandon, WI, USA",45.568712,-88.897293,success,Custer's last charge,"Walker, Robert, b. 1883?: Performer",Forms part of a group of field materials documenting Robert Walker performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.
84104,"Crandon, WI, USA",45.568712,-88.897293,success,Story most lovely I'll tell,"Spencer, Charlie, b. 1873?: Performer| Spencer, Rosa: Performer",Forms part of a group of field materials documenting Charles Spencer performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.
84105,"Crandon, WI, USA",45.568712,-88.897293,success,Story most lovely I'll tell,"Spencer, Charlie, b. 1873?: Performer| Spencer, Rosa: Performer",Forms part of a group of field materials documenting Charles Spencer performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.
84106,"Crandon, WI, USA",45.568712,-88.897293,success,Story most lovely I'll tell,"Spencer, Charlie, b. 1873?: Performer| Spencer, Rosa: Performer",Forms part of a group of field materials documenting Charles Spencer performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.
84107,"Crandon, WI, USA",45.568712,-88.897293,success,Lindburgh,"Spencer, Charlie, b. 1873?: Performer",Fragment. Forms part of a group of field materials documenting Charles Spencer performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.
84108,"Crandon, WI, USA",45.568712,-88.897293,success,Lindburgh,"Spencer, Charlie, b. 1873?: Performer",Forms part of a group of field materials documenting Charles Spencer performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.
84109,"Crandon, WI, USA",45.568712,-88.897293,success,Keith and Hiles line,"Ford, Warde H.: Performer","Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.| SRC notes: ""This is a local ballad."""
84110,"Crandon, WI, USA",45.568712,-88.897293,success,Keith and Hile line,"Ford, Warde H.: Performer",Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.
84111,"Crandon, WI, USA",45.568712,-88.897293,success,Jack and joe,"Spencer, Clyde: Performer",Forms part of a group of field materials documenting Harry Fannin performing banjo tunes for the Special Skills Division of the Resettlement Administration.
84112,"Crandon, WI, USA",45.568712,-88.897293,success,Sourwood mountain,"Barker, Mr.: banjo","Forms part of a group of field materials documenting Harry Fannin performing banjo tunes for the Special Skills Division of the Resettlement Administration.| SRC notes: ""Picked on the 5-string banjo by Mr. BarkerΓÇª"""
84113,"Crandon, WI, USA",45.568712,-88.897293,success,Sourwood mountain,"Spencer, Clyde: banjo",Repeated. Forms part of a group of field materials documenting Clyde Spencer performing for the Special Skills Division of the Resettlement Administration.
84114,"Crandon, WI, USA",45.568712,-88.897293,success,Boys in blue,"Spencer, Clyde: Performer",Forms part of a group of field materials documenting Clyde Spencer performing for the Special Skills Division of the Resettlement Administration.
84115,"Crandon, WI, USA",45.568712,-88.897293,success,Cripple creek,"Barker, Mr.: banjo","Forms part of a group of field materials documenting Mr. Barker performing for the Special Skills Division of the Resettlement Administration.| SRC notes: ""Recording poor, playing pretty good but am informed there are much better players in town."""
